ensembl_gene_id,logFC,CI.L,CI.R,AveExpr,t,P.Value,adj.P.Val,B,hgnc_symbol,percentage_gc_content,gene.length,Study,Tissue,Direction,Model,Sex,Comparison
ENSG00000239415,0.186206029899159,0.0997474000338485,0.272664659764469,3.18429711928491,4.22944513549273,2.69675503317021e-5,8.01924368833171e-4,2.28980901910084,ENSG00000239415,44.14,2277,ROSMAP,DLPFC,UP,Diagnosis,Males and Females,AD-CONTROL
ENSG00000067057,0.241895063669521,0.130312183505024,0.353477943834018,7.38250488502138,4.25723322193654,2.39093346202911e-5,7.4660371152981e-4,2.28900913660798,PFKP,51.45,4836,ROSMAP,DLPFC,UP,Diagnosis,Males and Females,AD-CONTROL
ENSG00000070778,0.136243531888237,0.0730394620745127,0.199447601701962,3.73593761397764,4.23320064138612,2.6533459167227e-5,7.93559233673187e-4,2.28245784413519,PTPN21,41.28,7396,ROSMAP,DLPFC,UP,Diagnosis,Males and Females,AD-CONTROL
ENSG00000140368,0.218864138730462,0.117273470596972,0.320454806863951,1.95648926022095,4.23076394728742,2.68143460506048e-5,7.98893193423565e-4,2.27792408675831,PSTPIP1,56.51,4468,ROSMAP,DLPFC,UP,Diagnosis,Males and Females,AD-CONTROL
ENSG00000011295,-0.122359522789067,-0.178813647986972,-0.065905397591163,6.09121797629235,-4.25637708473419,2.39984059569178e-5,7.47678844571585e-4,2.27516583088168,TTC19,41.07,5966,ROSMAP,DLPFC,DOWN,Diagnosis,Males and Females,AD-CONTROL
ENSG00000143409,0.231088986527299,0.124350365006396,0.337827608048203,5.21458016706558,4.2516319502476,2.44978494930873e-5,7.52910238266837e-4,2.27272099621548,FAM63A,49.22,3792,ROSMAP,DLPFC,UP,Diagnosis,Males and Females,AD-CONTROL
ENSG00000115241,0.077795114387774,0.0418970556972615,0.113693173078286,6.53470916460864,4.25578191164467,2.40605133283804e-5,7.47678844571585e-4,2.27194027605533,PPM1G,45.48,4092,ROSMAP,DLPFC,UP,Diagnosis,Males and Females,AD-CONTROL
ENSG00000080573,0.34119006346770703,0.183638051081168,0.498742075854246,7.16417464242991,4.25275558740177,2.43786943896827e-5,7.51240918213354e-4,2.2696329248411,COL5A3,52.34,6750,ROSMAP,DLPFC,UP,Diagnosis,Males and Females,AD-CONTROL
ENSG00000087087,0.1167344813194,0.062859004155177,0.170609958483622,6.39857245279706,4.25506336886837,2.41356988075669e-5,7.47678844571585e-4,2.26873973489932,SRRT,53.17,4588,ROSMAP,DLPFC,UP,Diagnosis,Males and Females,AD-CONTROL
ENSG00000233123,-0.450636053602877,-0.660081381951134,-0.24119072525462,3.5513366085944,-4.22525827468864,2.74594797554959e-5,8.11904390038211e-4,2.26740923968023,LINC01007,48.99,2641,ROSMAP,DLPFC,DOWN,Diagnosis,Males and Females,AD-CONTROL
ENSG00000050426,-0.126678861353504,-0.185177771588721,-0.0681799511182872,5.92025941278462,-4.25259847606072,2.43953218210729e-5,7.51240918213354e-4,2.26067871222911,LETMD1,45.34,6032,ROSMAP,DLPFC,DOWN,Diagnosis,Males and Females,AD-CONTROL
ENSG00000107829,0.166751553867592,0.0897061369183469,0.243796970816838,7.05001087923963,4.25031466660732,2.46382469053867e-5,7.55405612443107e-4,2.25591178575516,FBXW4,45.8,5038,ROSMAP,DLPFC,UP,Diagnosis,Males and Females,AD-CONTROL
ENSG00000105376,-0.284664229595112,-0.416412082676462,-0.152916376513763,5.43177442717834,-4.24313993819471,2.54165075447236e-5,7.70505876579539e-4,2.24993233799049,ICAM5,63.95,3906,ROSMAP,DLPFC,DOWN,Diagnosis,Males and Females,AD-CONTROL
ENSG00000196357,0.145051469269484,0.0776082634777527,0.212494675061216,3.90779770144543,4.22359172816345,2.76576582818431e-5,8.16215210885755e-4,2.24131441264965,ZNF565,45.12,3953,ROSMAP,DLPFC,UP,Diagnosis,Males and Females,AD-CONTROL
ENSG00000136895,-0.143498001881975,-0.209967535181872,-0.0770284685820774,4.97722620169114,-4.23956431768408,2.58130616590854e-5,7.79494431728427e-4,2.23739999608314,GARNL3,43.3,9695,ROSMAP,DLPFC,DOWN,Diagnosis,Males and Females,AD-CONTROL
ENSG00000260244,0.172982214135465,0.0928423168763477,0.253122111394583,5.29149279724903,4.23887562857829,2.58901151710339e-5,7.80309041769922e-4,2.22288635307194,ENSG00000260244,34.57,2615,ROSMAP,DLPFC,UP,Diagnosis,Males and Females,AD-CONTROL
ENSG00000153130,-0.14682921570853,-0.214793344090691,-0.0788650873263704,6.7145433333993,-4.24258675036731,2.54774766946504e-5,7.70854450205908e-4,2.22277196185946,SCOC,40.94,6294,ROSMAP,DLPFC,DOWN,Diagnosis,Males and Females,AD-CONTROL
ENSG00000146094,0.264378492155796,0.141068357292711,0.387688627018881,2.92687748172207,4.21041934583451,2.92727373330178e-5,8.55774471150251e-4,2.22003983724979,DOK3,58.13,4821,ROSMAP,DLPFC,UP,Diagnosis,Males and Females,AD-CONTROL
ENSG00000226380,0.285674026597547,0.152824846323039,0.418523206872054,4.1949702798613,4.22289109192458,2.77413812936629e-5,8.17138380563054e-4,2.2161586104051,MIR29A,45.05,6681,ROSMAP,DLPFC,UP,Diagnosis,Males and Females,AD-CONTROL
ENSG00000226380,0.285674026597547,0.152824846323039,0.418523206872054,4.1949702798613,4.22289109192458,2.77413812936629e-5,8.17138380563054e-4,2.2161586104051,MIR29B1,45.05,6681,ROSMAP,DLPFC,UP,Diagnosis,Males and Females,AD-CONTROL
ENSG00000129636,-0.147778688160471,-0.216284144532224,-0.0792732317887192,5.56904236427375,-4.23627989883072,2.61825121370272e-5,7.87598270500304e-4,2.20769969175752,ITFG1,37.51,7770,ROSMAP,DLPFC,DOWN,Diagnosis,Males and Females,AD-CONTROL
ENSG00000179314,0.233993824819573,0.125264825292426,0.34272282434672,4.54441599231991,4.22626775605722,2.73400955863998e-5,8.11193646642521e-4,2.20417761802347,WSCD1,46.04,9082,ROSMAP,DLPFC,UP,Diagnosis,Males and Females,AD-CONTROL
ENSG00000233487,-0.270795832493601,-0.397116009826978,-0.144475655160223,4.01459269869778,-4.20985612321171,2.93437599311232e-5,8.56244320686819e-4,2.18346184164658,RPSAP69,43.55,1189,ROSMAP,DLPFC,DOWN,Diagnosis,Males and Females,AD-CONTROL
ENSG00000236144,-0.203199032872603,-0.298232121715411,-0.108165944029794,2.40266675203613,-4.19898956348537,3.07466080640448e-5,8.83936617811708e-4,2.17281511100921,TMEM147-AS1,56.8,4859,ROSMAP,DLPFC,DOWN,Diagnosis,Males and Females,AD-CONTROL
ENSG00000189007,-0.196477316166138,-0.288350325411179,-0.104604306921098,2.28324203104499,-4.19974072252215,3.06476149588277e-5,8.83936617811708e-4,2.17105045527638,ADAT2,38.36,7175,ROSMAP,DLPFC,DOWN,Diagnosis,Males and Females,AD-CONTROL
ENSG00000111711,-0.140919202093169,-0.206405258032387,-0.0754331461539508,5.6077796427837,-4.22590125290381,2.73833819878043e-5,8.11193646642521e-4,2.16570024992215,GOLT1B,35.99,3789,ROSMAP,DLPFC,DOWN,Diagnosis,Males and Females,AD-CONTROL
ENSG00000260293,0.208615040963331,0.110970094232923,0.30625998769374,2.50639163003958,4.19559779555549,3.11974046328201e-5,8.95104837674263e-4,2.1619935882223,ENSG00000260293,51.91,5616,ROSMAP,DLPFC,UP,Diagnosis,Males and Females,AD-CONTROL
ENSG00000144935,-0.143080356375751,-0.209758351957321,-0.0764023607941804,4.75865370037987,-4.21400921672101,2.88238876389279e-5,8.45826397720855e-4,2.15102475520705,TRPC1,35.58,4768,ROSMAP,DLPFC,DOWN,Diagnosis,Males and Females,AD-CONTROL
ENSG00000011523,-0.132564770853373,-0.194507120125442,-0.0706224215813036,4.50434083523684,-4.20279741673397,3.02479047445928e-5,8.74439428070955e-4,2.12453538645055,CEP68,47.81,8623,ROSMAP,DLPFC,DOWN,Diagnosis,Males and Females,AD-CONTROL
ENSG00000198938,-0.231608980524017,-0.340282526406134,-0.1229354346419,14.3705118313308,-4.18532859917063,3.26009757060552e-5,9.26986137685679e-4,2.12358659194866,MT-CO3,46.56,784,ROSMAP,DLPFC,DOWN,Diagnosis,Males and Females,AD-CONTROL
ENSG00000100139,0.167252758462993,0.0888500330584326,0.245655483867553,3.61026927054353,4.18928718663291,3.20529466544103e-5,9.13069496835505e-4,2.1217458541577,MICALL1,55.92,5968,ROSMAP,DLPFC,UP,Diagnosis,Males and Females,AD-CONTROL
ENSG00000100228,-0.177692775664159,-0.260871939899584,-0.0945136114287346,4.10170908447996,-4.19520534070332,3.12499699457579e-5,8.95104837674263e-4,2.1155995381985,RAB36,55.45,4107,ROSMAP,DLPFC,DOWN,Diagnosis,Males and Females,AD-CONTROL
ENSG00000160131,-0.0822049190563234,-0.120495460475137,-0.0439143776375103,5.89451280681335,-4.21603592386594,2.85733882025472e-5,8.40057613154888e-4,2.11455199676092,VMA21,41.5,5109,ROSMAP,DLPFC,DOWN,Diagnosis,Males and Females,AD-CONTROL
ENSG00000205632,-0.41935387178086,-0.615203432946084,-0.223504310615636,1.10555963670254,-4.2049037398904,2.99753658401524e-5,8.71410728584431e-4,2.10729793574663,LINC01310,51.45,4015,ROSMAP,DLPFC,DOWN,Diagnosis,Males and Females,AD-CONTROL
ENSG00000185619,-0.0946886131613693,-0.138925892131871,-0.0504513341908673,4.84706742246952,-4.20346420966463,3.01613735067681e-5,8.73558591045466e-4,2.10411784880776,PCGF3,56.09,7425,ROSMAP,DLPFC,DOWN,Diagnosis,Males and Females,AD-CONTROL
ENSG00000104915,0.106289073726494,0.0567500331323438,0.155828114320643,6.25495207660872,4.21346154644005,2.88919375783676e-5,8.46229645387451e-4,2.1011205562326,STX10,55.36,1796,ROSMAP,DLPFC,UP,Diagnosis,Males and Females,AD-CONTROL
ENSG00000144741,-0.171667200678349,-0.252063086185495,-0.0912713151712031,4.33462228856847,-4.19325724650818,3.15121483736746e-5,9.00958341208436e-4,2.09310939514077,SLC25A26,40.15,5850,ROSMAP,DLPFC,DOWN,Diagnosis,Males and Females,AD-CONTROL
ENSG00000140471,-0.100090129074718,-0.147153687711345,-0.0530265704380909,2.93629127008912,-4.17642311387012,3.38666551175666e-5,9.51645264525994e-4,2.08882582419498,LINS1,40.18,7790,ROSMAP,DLPFC,DOWN,Diagnosis,Males and Females,AD-CONTROL
ENSG00000006831,0.230100946604995,0.122722945517719,0.33747894769227,6.69874315632807,4.20824575672753,2.95477347480936e-5,8.6058467821457e-4,2.08349151377902,ADIPOR2,39.4,5878,ROSMAP,DLPFC,UP,Diagnosis,Males and Females,AD-CONTROL
ENSG00000156500,-0.161398278809449,-0.237308603856602,-0.0854879537622964,2.19698372894165,-4.17538043456543,3.40178675613515e-5,9.51645264525994e-4,2.07358569902935,FAM122C,41.56,5894,ROSMAP,DLPFC,DOWN,Diagnosis,Males and Females,AD-CONTROL
ENSG00000078124,0.14621994651548,0.0779135759231389,0.21452631710782,5.50277067529327,4.20381324877427,3.01161719911094e-5,8.73558591045466e-4,2.06936150225467,ACER3,38.74,8442,ROSMAP,DLPFC,UP,Diagnosis,Males and Females,AD-CONTROL
ENSG00000135736,0.352647377979158,0.186791782810085,0.518502973148231,1.93971781443651,4.17550046037518,3.4000428378995e-5,9.51645264525994e-4,2.06477658581887,CCDC102A,56.06,2582,ROSMAP,DLPFC,UP,Diagnosis,Males and Females,AD-CONTROL
ENSG00000129295,-0.142987272549854,-0.210153009284715,-0.0758215358149917,4.22411725579344,-4.18068651147909,3.32549968730259e-5,9.40434412478201e-4,2.05374637230378,LRRC6,39.07,2778,ROSMAP,DLPFC,DOWN,Diagnosis,Males and Females,AD-CONTROL
ENSG00000166272,0.115553172541135,0.0615139381700531,0.169592406912218,5.86416904711953,4.19923993793208,3.07135781363773e-5,8.83936617811708e-4,2.04592860246737,WBP1L,46.72,4281,ROSMAP,DLPFC,UP,Diagnosis,Males and Females,AD-CONTROL
ENSG00000236753,0.217863547458075,0.115192852367788,0.320534242548363,3.20651899517174,4.16712062987172,3.52386511517685e-5,9.79880667167454e-4,2.04367388686481,MKLN1-AS,41.73,2715,ROSMAP,DLPFC,UP,Diagnosis,Males and Females,AD-CONTROL
ENSG00000133315,0.149016026188193,0.0792201056006037,0.218811946775783,5.36373672113006,4.19276906056065,3.15781769633221e-5,9.011925887225e-4,2.03328679664484,MACROD1,58.06,2089,ROSMAP,DLPFC,UP,Diagnosis,Males and Females,AD-CONTROL
ENSG00000148357,-0.387776663019616,-0.567008929899327,-0.208544396139906,-0.554252622303949,-4.24877247862073,2.4803589870463e-5,7.568991636433e-4,2.0296263078326,HMCN2,54.64,20363,ROSMAP,DLPFC,DOWN,Diagnosis,Males and Females,AD-CONTROL
ENSG00000186615,-0.18732951362556,-0.27563178208638,-0.0990272451647403,1.91929660103501,-4.16612550346215,3.53885129006016e-5,9.81181153055471e-4,2.02358129132912,KTN1-AS1,40.78,3595,ROSMAP,DLPFC,DOWN,Diagnosis,Males and Females,AD-CONTROL
ENSG00000108932,-0.323849779418215,-0.476724439407511,-0.17097511942892,3.15554104554081,-4.16012236785452,3.63055082810625e-5,9.99811123074234e-4,2.02265135582246,SLC16A6,44.06,4061,ROSMAP,DLPFC,DOWN,Diagnosis,Males and Females,AD-CONTROL
ENSG00000157916,-0.0985831587364769,-0.144887280144435,-0.0522790373285193,5.04301437207134,-4.18100883410698,3.32091843388203e-5,9.40434412478201e-4,2.0021059563989,RER1,53.95,5691,ROSMAP,DLPFC,DOWN,Diagnosis,Males and Females,AD-CONTROL
ENSG00000106829,0.156010513932569,0.0826900033787097,0.229331024486428,4.81137033456435,4.17855757925655,3.35591022454167e-5,9.45602045548071e-4,2.00192667764956,TLE4,39.28,8187,ROSMAP,DLPFC,UP,Diagnosis,Males and Females,AD-CONTROL
ENSG00000168243,-0.195978026893891,-0.28814971106822,-0.103806342719561,4.69339213454287,-4.17549397857436,3.40013699365239e-5,9.51645264525994e-4,2.00034903256694,GNG4,48.07,5401,ROSMAP,DLPFC,DOWN,Diagnosis,Males and Females,AD-CONTROL
ENSG00000100577,-0.271270235530229,-0.399558809615533,-0.142981661444924,2.60298061490288,-4.15252418322346,3.74986054853979e-5,0.00101617960117125,1.99809334956302,GSTZ1,54.52,8477,ROSMAP,DLPFC,DOWN,Diagnosis,Males and Females,AD-CONTROL
ENSG00000165006,0.103429993965803,0.0548938966877128,0.151966091243894,7.01070028138691,4.18484763865692,3.26681648732244e-5,9.27204635800696e-4,1.99383247625118,UBAP1,42.8,2772,ROSMAP,DLPFC,UP,Diagnosis,Males and Females,AD-CONTROL
ENSG00000154222,0.0993191280892809,0.0525788787301032,0.146059377448459,4.65542636173912,4.17291825442456,3.43774955398765e-5,9.59982321688809e-4,1.98615994635051,CC2D1B,51.22,7495,ROSMAP,DLPFC,UP,Diagnosis,Males and Females,AD-CONTROL
ENSG00000179044,-0.223788512570109,-0.329363793863953,-0.118213231276265,1.47466349032213,-4.16268498403258,3.59113286940015e-5,9.92145964024702e-4,1.98121388708372,EXOC3L1,59.77,3077,ROSMAP,DLPFC,DOWN,Diagnosis,Males and Females,AD-CONTROL
ENSG00000054523,0.0942798603849768,0.0499724668696102,0.138587253900343,7.64077012466915,4.17869556547111,3.35393117485335e-5,9.45602045548071e-4,1.98068013302752,KIF1B,41.99,17720,ROSMAP,DLPFC,UP,Diagnosis,Males and Females,AD-CONTROL
ENSG00000125850,-0.277252872943606,-0.408395601604014,-0.146110144283198,2.07167809365182,-4.15173708428603,3.76243098159882e-5,0.00101781596450126,1.97825727503185,OVOL2,46.79,2175,ROSMAP,DLPFC,DOWN,Diagnosis,Males and Females,AD-CONTROL
ENSG00000111218,-0.288824438555642,-0.425167695295581,-0.152481181815703,4.38017611936413,-4.16004739196334,3.63171027891167e-5,9.99811123074234e-4,1.97049317832828,PRMT8,45.94,6644,ROSMAP,DLPFC,DOWN,Diagnosis,Males and Females,AD-CONTROL
ENSG00000005381,-0.398965566173989,-0.586994688490522,-0.210936443857456,1.11369503941405,-4.16685415012599,3.52787225183508e-5,9.79880667167454e-4,1.96844571927327,MPO,55.13,3526,ROSMAP,DLPFC,DOWN,Diagnosis,Males and Females,AD-CONTROL
ENSG00000145725,-0.1191866687459,-0.17555040974291,-0.0628229277488889,3.90336706889672,-4.15265522100151,3.74777168274931e-5,0.00101617960117125,1.9627019603857,PPIP5K2,34.29,17270,ROSMAP,DLPFC,DOWN,Diagnosis,Males and Females,AD-CONTROL
ENSG00000183935,-0.289013299084246,-0.425685885685703,-0.152340712482789,1.4491753304975,-4.1527369070204,3.74647009089731e-5,0.00101617960117125,1.95182195999181,HTR7P1,51.58,4411,ROSMAP,DLPFC,DOWN,Diagnosis,Males and Females,AD-CONTROL
ENSG00000125734,0.136911170528674,0.0724364482594199,0.201385892797929,5.52072039770789,4.17010900445229,3.47922374456783e-5,9.69825838780965e-4,1.9392484214453,GPR108,60.38,3213,ROSMAP,DLPFC,UP,Diagnosis,Males and Females,AD-CONTROL
ENSG00000112561,0.186482454439356,0.0983345991849921,0.274630309693719,4.28216035300516,4.1545523018762,3.71765420878015e-5,0.0010127358021191,1.938294216738,TFEB,54.14,5648,ROSMAP,DLPFC,UP,Diagnosis,Males and Females,AD-CONTROL
ENSG00000102921,0.0998305871947904,0.0527635756866689,0.146897598702912,5.06272869333745,4.16528771654123,3.5515150189775e-5,9.82943286424642e-4,1.93458816237336,N4BP1,42.34,7839,ROSMAP,DLPFC,UP,Diagnosis,Males and Females,AD-CONTROL
ENSG00000053254,0.157441947558905,0.0830620733441906,0.231821821773619,4.53645112609866,4.15683721641706,3.68168535024459e-5,0.00100574353664338,1.93381265681418,FOXN3,44.31,11033,ROSMAP,DLPFC,UP,Diagnosis,Males and Females,AD-CONTROL
ENSG00000172888,0.158925689238246,0.0838816376969238,0.233969740779569,4.63112652623778,4.15887468503895,3.64989131801046e-5,0.00100304420665324,1.93129414853441,ZNF621,41.97,8354,ROSMAP,DLPFC,UP,Diagnosis,Males and Females,AD-CONTROL
ENSG00000161888,-0.246249139791181,-0.362814425109672,-0.129683854472691,1.4322799901967,-4.14861845474141,3.81263264436207e-5,0.00102782771391782,1.92976947604638,SPC24,53.53,2839,ROSMAP,DLPFC,DOWN,Diagnosis,Males and Females,AD-CONTROL
ENSG00000143412,0.236226472007982,0.124665931245619,0.347787012770346,4.77105740516375,4.15830132932395,3.65881182593869e-5,0.00100372545548902,1.91935219144155,ANXA9,49.92,1826,ROSMAP,DLPFC,UP,Diagnosis,Males and Females,AD-CONTROL
ENSG00000181523,-0.193491596875828,-0.285422388241744,-0.101560805509912,3.29418271526644,-4.13332080511231,4.06825448945669e-5,0.00107992404522511,1.91464537637954,SGSH,58.83,6713,ROSMAP,DLPFC,DOWN,Diagnosis,Males and Females,AD-CONTROL
ENSG00000105053,-0.0733122580122947,-0.108080280918584,-0.0385442351060053,3.97465170161968,-4.14089868467104,3.93965647196063e-5,0.00105395437068949,1.91086406422349,VRK3,50.86,9796,ROSMAP,DLPFC,DOWN,Diagnosis,Males and Females,AD-CONTROL
ENSG00000198417,0.56102636889813,0.295966551141603,0.826086186654656,7.1203942453292,4.15659186172754,3.68553176372334e-5,0.00100574353664338,1.88767299353808,MT1F,51.88,1889,ROSMAP,DLPFC,UP,Diagnosis,Males and Females,AD-CONTROL
ENSG00000122386,0.132392788608113,0.0696969675862938,0.195088609629933,4.78319833520384,4.14690169064849,3.84053933990865e-5,0.00103178075852511,1.88216866730533,ZNF205,58.51,2330,ROSMAP,DLPFC,UP,Diagnosis,Males and Females,AD-CONTROL
ENSG00000111642,0.104260414841483,0.0550043902604762,0.15351643942249,6.88204700983501,4.15679010132714,3.68242367469925e-5,0.00100574353664338,1.87870939345014,CHD4,48.35,7474,ROSMAP,DLPFC,UP,Diagnosis,Males and Females,AD-CONTROL
ENSG00000089123,-0.2341983123942,-0.345787335540407,-0.122609289247994,3.59556452614642,-4.12154731060097,4.27600385999452e-5,0.00112169515398038,1.86089612605564,TASP1,37.32,2905,ROSMAP,DLPFC,DOWN,Diagnosis,Males and Females,AD-CONTROL
ENSG00000126777,0.16470272133451,0.0867631879553167,0.242642254713704,7.11325349393307,4.14993197124188,3.79141130765067e-5,0.00102387818017006,1.85484035722591,KTN1,37.04,17575,ROSMAP,DLPFC,UP,Diagnosis,Males and Females,AD-CONTROL
ENSG00000149476,-0.175410718324286,-0.259128319716298,-0.0916931169322737,3.04828338230586,-4.11469220788798,4.4015723677536e-5,0.00115076007775733,1.85122331358015,TKFC,54.64,8136,ROSMAP,DLPFC,DOWN,Diagnosis,Males and Females,AD-CONTROL
ENSG00000016864,-0.0850348935141092,-0.125331546441132,-0.0447382405870867,5.2088547516758,-4.14406158951324,3.88713352436907e-5,0.00104250111147537,1.850987208219,GLT8D1,44.63,3837,ROSMAP,DLPFC,DOWN,Diagnosis,Males and Females,AD-CONTROL
ENSG00000150510,0.149952539325969,0.0787436379231317,0.221161440728806,4.54366271432163,4.13540018537236,4.03257499014182e-5,0.00107227958184966,1.84843418602179,FAM124A,44.27,6702,ROSMAP,DLPFC,UP,Diagnosis,Males and Females,AD-CONTROL
ENSG00000173418,-0.121073203482639,-0.178397543534187,-0.0637488634310907,6.22724826794016,-4.1476965353864,3.8275947406239e-5,0.00103007912346117,1.84524897053394,NAA20,41.08,2376,ROSMAP,DLPFC,DOWN,Diagnosis,Males and Females,AD-CONTROL
ENSG00000198920,-0.109128451029159,-0.161064557214639,-0.057192344843679,4.24556187693279,-4.12635519072303,4.18997597567583e-5,0.00110470737145484,1.83959465084032,KIAA0753,41.58,6299,ROSMAP,DLPFC,DOWN,Diagnosis,Males and Females,AD-CONTROL
ENSG00000047644,0.132703698402202,0.0697356066700286,0.195671790134375,4.86969376101757,4.13866713645943,3.97711887153253e-5,0.00105934130352513,1.83883924909217,WWC3,46.21,7114,ROSMAP,DLPFC,UP,Diagnosis,Males and Females,AD-CONTROL
ENSG00000197124,-0.17220798345809,-0.254474272559511,-0.0899416943566697,2.99978343894431,-4.11082867889958,4.47387945460883e-5,0.0011638061713141,1.83613456757366,ZNF682,41.4,4968,ROSMAP,DLPFC,DOWN,Diagnosis,Males and Females,AD-CONTROL
ENSG00000240429,0.271413586451277,0.141699099558971,0.401128073343583,2.32684852551927,4.10904697011024,4.50760384028285e-5,0.0011686769224507,1.82779916751717,LRRFIP1P1,47.15,2246,ROSMAP,DLPFC,UP,Diagnosis,Males and Females,AD-CONTROL
ENSG00000069849,0.151150840999798,0.0794573677128234,0.222844314286773,7.35761021377782,4.14027273800183,3.95013061534245e-5,0.00105395437068949,1.82149467895546,ATP1B3,40.61,2584,ROSMAP,DLPFC,UP,Diagnosis,Males and Females,AD-CONTROL
ENSG00000182230,-0.209484383844812,-0.308838430546371,-0.110130337143252,5.77723628322388,-4.14060781013635,3.94452046750553e-5,0.00105395437068949,1.81535059349918,FAM153B,44.41,10769,ROSMAP,DLPFC,DOWN,Diagnosis,Males and Females,AD-CONTROL
ENSG00000179954,0.206246810115391,0.107588144994789,0.304905475235993,2.13940352938209,4.10534830369458,4.57838581277186e-5,0.00118309133888244,1.80818679483714,SSC5D,54.52,7314,ROSMAP,DLPFC,UP,Diagnosis,Males and Females,AD-CONTROL
ENSG00000168016,-0.244523664674377,-0.360921638046633,-0.12812569130212,5.07875123639083,-4.12547045339515,4.20568207182311e-5,0.0011069753047829,1.791636738216,TRANK1,43.18,11177,ROSMAP,DLPFC,DOWN,Diagnosis,Males and Females,AD-CONTROL
ENSG00000130520,-0.100367374995677,-0.148058558870803,-0.0526761911205517,6.37814337207515,-4.13287686681598,4.07591070273988e-5,0.00108011633622607,1.78190164400252,LSM4,56.37,3029,ROSMAP,DLPFC,DOWN,Diagnosis,Males and Females,AD-CONTROL
ENSG00000166881,-0.147287154015598,-0.217898502161322,-0.0766758058698754,3.03831803214196,-4.09626807824506,4.75666364552889e-5,0.00121306600531311,1.7798008106595,NEMP1,44.16,5708,ROSMAP,DLPFC,DOWN,Diagnosis,Males and Females,AD-CONTROL
ENSG00000184307,-0.236238005209546,-0.349365864471291,-0.123110145947801,3.65733991762635,-4.10089077014265,4.6650946149372e-5,0.00119822887005836,1.77943982445045,ZDHHC23,43.72,7138,ROSMAP,DLPFC,DOWN,Diagnosis,Males and Females,AD-CONTROL
ENSG00000182220,-0.149787310879942,-0.221059473756444,-0.0785151480034404,6.25600998687138,-4.12717695111667,4.1754378459133e-5,0.00110344408224412,1.76930788414953,ATP6AP2,41.77,9560,ROSMAP,DLPFC,DOWN,Diagnosis,Males and Females,AD-CONTROL
ENSG00000123595,0.183557874591259,0.0961295784025849,0.270986170779933,5.19152569564942,4.12305387233162,4.24886771214751e-5,0.00111645626797104,1.76719298377011,RAB9A,41.6,2118,ROSMAP,DLPFC,UP,Diagnosis,Males and Females,AD-CONTROL
ENSG00000142599,0.11417895752466,0.0598480622082245,0.168509852841096,6.88318251880744,4.12702610147797,4.17810299399328e-5,0.00110344408224412,1.76267285583426,RERE,41.9,11503,ROSMAP,DLPFC,UP,Diagnosis,Males and Females,AD-CONTROL
ENSG00000126218,0.194316991897137,0.100817679901977,0.287816303892296,2.41060117352264,4.08131736988967,5.06465491304627e-5,0.00127081244533151,1.72840799015983,F10,48.54,2356,ROSMAP,DLPFC,UP,Diagnosis,Males and Females,AD-CONTROL
ENSG00000101246,-0.086724350960961,-0.128181601590486,-0.0452671003314356,4.74786808542091,-4.10807690439514,4.52606682772597e-5,0.00117151450680442,1.72827392704673,ARFRP1,62.43,7627,ROSMAP,DLPFC,DOWN,Diagnosis,Males and Females,AD-CONTROL
ENSG00000167986,-0.131964698882875,-0.194928818799802,-0.0690005789659483,6.26738711181481,-4.11587936880755,4.37957840283472e-5,0.00114693429702472,1.71871180705289,DDB1,47.67,13950,ROSMAP,DLPFC,DOWN,Diagnosis,Males and Females,AD-CONTROL
ENSG00000103126,0.106739365703355,0.0555590454161582,0.157919685990551,4.40391426158896,4.09561968980194,4.76964310224959e-5,0.00121438854279825,1.70532968363276,AXIN1,54.36,7487,ROSMAP,DLPFC,UP,Diagnosis,Males and Females,AD-CONTROL
ENSG00000142765,0.215307692936443,0.111883237317331,0.318732148555554,1.30466986391094,4.08822046300519,4.92016483900504e-5,0.00124863206060874,1.70121683668741,SYTL1,58.24,5584,ROSMAP,DLPFC,UP,Diagnosis,Males and Females,AD-CONTROL
ENSG00000154832,0.106732728648479,0.0557507921619653,0.157714665134993,5.77131021873223,4.1113011406155,4.46497696664912e-5,0.00116343262699543,1.70004708961734,CXXC1,59.29,4319,ROSMAP,DLPFC,UP,Diagnosis,Males and Females,AD-CONTROL
ENSG00000163605,0.156499245455282,0.0817113760747684,0.231287114835796,5.6918652145285,4.10940638172119,4.50078145692664e-5,0.0011686769224507,1.69367940001854,PPP4R2,38.82,5964,ROSMAP,DLPFC,UP,Diagnosis,Males and Females,AD-CONTROL
ENSG00000169255,-0.143807959498105,-0.212675871638955,-0.0749400473572547,5.12137957976496,-4.10075677666835,4.66772509386101e-5,0.00119822887005836,1.69066536164756,B3GALNT1,40.28,4183,ROSMAP,DLPFC,DOWN,Diagnosis,Males and Females,AD-CONTROL
ENSG00000066185,-0.227964023894339,-0.33794696475592,-0.117981083032757,2.88636203485431,-4.07041781102956,5.3010332621556e-5,0.00130697310586881,1.68697847070117,ZMYND12,42.83,2195,ROSMAP,DLPFC,DOWN,Diagnosis,Males and Females,AD-CONTROL
ENSG00000108641,-0.194518679582702,-0.287969661051623,-0.10106769811378,4.33798800697104,-4.08766644366276,4.93161500333782e-5,0.00124950284523593,1.68494381080539,B9D1,51.57,3522,ROSMAP,DLPFC,DOWN,Diagnosis,Males and Females,AD-CONTROL
